total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,Angle_of_incidence,Zenith,generated_power_kw
0.02,0.28531073446327687,0.605287866661741,0.3984731299056248,1222.9206
0.0,0.0,0.9667886819969385,0.6963767823370366,0.28138889
0.0,0.26930320150659137,0.5996059052880333,0.40238147162434423,1178.49
1.0,0.5988700564971752,0.12135932070082861,0.14675630042744894,272.77528
0.0,0.7109227871939737,0.1527239565087646,0.319913026579154,2344.2938
0.0,0.46045197740113,0.3178114472599567,0.3198533179987654,750.27137
0.0,0.4058380414312618,0.1430943819480412,0.41584481240352755,2462.948
0.16,0.2721280602636535,0.34763690694977234,0.4555200573534839,149.70222
0.1,0.41054613935969875,0.5073699711456839,0.5113042508669602,10.096774
1.0,0.2297551789077213,0.12360998795482855,0.35212515973671454,2594.6142
0.0,0.9566854990583805,0.32323657247301424,0.12991102734905038,1779.1206
0.1,0.8992467043314502,0.20711830258695024,3.4827746617949185e-05,2205.045
0.9,0.0,0.6563349358396362,0.7312835350883765,24.40122
0.0,0.3540489642184558,0.4654031240350723,0.36472810610625805,2019.5456
0.1,0.22598870056497175,0.432090712210949,0.4313385611211459,2006.4703
1.0,0.44161958568738235,0.5358218714555341,0.366584537931432,521.22583
0.0,0.7777777777777778,0.14484511111723483,0.12160190396740791,661.30815
0.0,0.0037664783427495295,0.3604597211864142,0.5092071959021177,1457.4705
1.0,0.08003766478342751,0.4188801157515683,0.5120967605326086,594.15389
0.19,0.6468926553672316,0.10019400546436999,0.31310737771921693,1015.2933
0.0,0.5282485875706215,0.3612598867967051,0.5012459795748231,507.36284
0.74,0.4962335216572505,0.08017217781791147,0.3429451981386643,469.48639
1.0,0.2382297551789077,0.12371400846618716,0.0919110918729846,413.93294
0.0,0.9529190207156308,0.19308673980827099,0.11959166992215,2564.0957
0.1,0.5922787193973634,0.3921908464847852,0.1969300375799065,2166.2443
0.075,0.7109227871939737,0.06311542676846907,0.21857621840941563,2051.5311
0.0,0.8455743879472694,0.42132662524380216,0.263737343897274,1386.0344
0.1,0.8465160075329567,0.2158800328846654,0.030049858607027996,2455.1733
0.78,0.4293785310734463,0.100995019390689,0.3839253316963419,2386.7665
0.0,0.45103578154425616,0.3405841856389916,0.3241543504657328,2460.5933
0.0,0.8258003766478343,0.1755685387722145,0.08928254110177769,2610.7439
1.0,0.4199623352165725,0.2860035663273684,0.41383909557572973,364.63889
0.0,0.9472693032015067,0.20728694781332513,2.638958440234762e-05,2432.4719
0.0,0.04519774011299435,0.48739057626694815,0.44115321887565584,290.58443
1.0,0.0,0.4746611276923527,0.4935671345109641,313.16457
0.1,0.5800376647834276,0.39414250778838095,0.4051214531158587,300.63806
0.01,0.027306967984934087,0.5510490847767778,0.5437078959759625,949.66167
0.0,0.8455743879472694,0.24947011551108766,0.25714872023299373,2190.4372
0.0,0.78060263653484,0.22381346741259972,0.3221511723141476,2617.3262
0.0,0.5451977401129944,0.18670714878258182,0.4075833998726994,2123.1317
0.73,0.3220338983050848,0.3909220371679623,0.5440492440305582,69.918553
0.1,0.5,0.1551264723317842,0.40652715698285613,2176.6919
0.1,0.9048964218455744,0.22713055274545213,0.056621360390935904,1687.5526
1.0,0.1553672316384181,0.4945670244704189,0.29603621666450486,970.91713
0.03,0.9877589453860641,0.2288652487417157,0.07776264279048614,2247.3027
0.8200000000000001,0.0856873822975518,0.7232335450027734,0.4985884644052615,551.04878
1.0,0.07815442561205274,0.5753605581495984,0.4988639062571133,368.78828
1.0,0.275894538606403,0.46531208275894276,0.40504582586114046,1580.3163
0.0,0.8436911487758947,0.06474080027819878,0.1589078322217621,2632.0703
0.282,0.45103578154425616,0.5971823597106785,0.595223879124537,134.7186
1.0,0.46892655367231645,0.1896125463470251,0.4395104424019133,1250.67
0.1,0.652542372881356,0.21334724965237958,0.047669762204367416,1896.3661
0.024,0.7749529190207157,0.2976536260710427,0.10554451492397851,2382.7506
0.0,0.7532956685499059,0.3878710516067864,0.3113344060038373,1299.1597
1.0,0.05367231638418079,0.5607337150477211,0.5232861340423389,1143.4583
0.0,0.6506591337099812,0.4759287324004158,0.4884660034530153,984.0998
0.93,0.14689265536723164,0.32985661019369183,0.5024154420030883,436.09806
1.0,0.0,0.5576369204210309,0.6547240531684085,261.69984
0.1,0.9246704331450095,0.2448024601626297,0.05450654372703995,1821.4807
0.0,0.4529190207156309,0.5012104248145088,0.30232196993251526,1676.4511
0.1,0.47740112994350287,0.06739535927631013,0.15548663626838308,2694.2201
1.0,0.27683615819209045,0.3581808898402832,0.3718892238425713,126.05724
0.0,0.004708097928436912,0.47273032647988655,0.4791167817167322,1030.0652
0.0,0.0,0.9668490820981351,0.6948944032208701,0.33142077
0.0,0.03860640301318268,0.7326760064971913,0.5325106625078513,397.05222
0.0,0.8841807909604521,0.3029653992964331,0.14346353800089764,1897.8165
0.35000000000000003,0.6789077212806027,0.5112257456395037,0.3744981969933058,501.22695
1.0,0.596045197740113,0.10120091417385521,0.1158704313506311,498.52909
0.0,0.5254237288135594,0.1096122475361874,0.3847122129090349,2082.9414
0.44,0.12052730696798494,0.24826197775659042,0.4591270735643048,2212.9796
0.0,0.27495291902071567,0.5981049797396174,0.40440775082602065,1312.4512
0.015,0.4435028248587571,0.6031793262750793,0.5163335129951176,29.267865
0.1,0.7702448210922788,0.39849701575824725,0.25559224068161057,847.23539
0.0,0.4369114877589454,0.12963256518011598,0.40213478637884403,2548.8546
1.0,0.0,0.5952977068901378,0.5445670436335833,189.80922
0.0,0.9114877589453861,0.2269604399323487,0.023955861220202157,2574.693
1.0,0.0,0.8247167007056866,0.7069589424413351,32.780833
0.01,0.3898305084745763,0.3814443196594189,0.19598674319543755,2220.2405
1.0,0.16760828625235405,0.4261153352894618,0.44600588490442505,934.46083
0.41000000000000003,0.46045197740113,0.29703217519837943,0.4793938136291299,496.71222
0.14,0.416195856873823,0.1805114217728106,0.37935188391322106,860.99194
0.0,0.7984934086629003,0.29579293817829416,0.09985492594749243,2493.9403
1.0,0.5395480225988701,0.49242270211369443,0.44708668338838176,370.65444
0.0,0.4698681732580038,0.13136012683858372,0.4129472251948274,2383.8486
0.0,0.17984934086629004,0.607392029737698,0.44715449585689404,1156.2622
1.0,0.4067796610169492,0.6324904349907721,0.4852450286463411,44.813056
0.0,0.1393596986817326,0.41804399002484866,0.48332101021352813,1808.038
0.0,0.487758945386064,0.3300174848452498,0.3003012920804894,2386.9821
1.0,0.42372881355932207,0.23370391611826685,0.07150885335322402,591.67188
1.0,0.0009416195856873824,0.7128814681641263,0.5752669750053053,5.8469444
0.13,0.013182674199623354,0.44484397301645157,0.5757236205183546,1409.7167
0.0,0.06497175141242938,0.7330026845164302,0.5153324343648981,426.72861
0.0,0.620527306967985,0.39385040713044506,0.20277389856709258,2130.2683
0.58,0.22787193973634653,0.49335351687546414,0.5563716982991295,0.31190476
0.0,0.46892655367231645,0.29720561341031276,0.47849107482301834,498.1537
0.0,0.4529190207156309,0.49954394191006013,0.2990107772587264,1733.7934
0.05,0.5583804143126178,0.1766306728551253,0.28245708153294735,213.84062
1.0,0.29284369114877595,0.1329008468918751,0.40558125164669523,2043.9733
1.0,0.23634651600753295,0.293312809921869,0.09927177124225348,1356.4026
0.0,0.416195856873823,0.4126092024922317,0.5161157650446673,16.017406
0.77,0.0,0.6530576110790182,0.7229296280128339,14.99246
0.0,0.8493408662900188,0.40619531404952874,0.24032546407249614,1207.33
0.0,0.7372881355932204,0.2820423546344232,0.13318438380939282,2400.9521
0.0,0.5790960451977402,0.1813371895608279,0.3945535674187344,2098.9036
0.0,0.5734463276836158,0.1793456658870744,0.3898003253462635,2171.4181
0.0,0.35593220338983056,0.4934558746874078,0.29598783726550637,291.2175
1.0,0.583804143126177,0.1879633606063882,0.019170935384465654,2151.1401
0.0,0.5188323917137476,0.34881419993348994,0.2746949931857323,2272.63
0.0,0.44161958568738235,0.5020343347904246,0.30915398127354976,1688.3303
0.08,0.1760828625235405,0.4216088175705306,0.4611676994486349,1605.1181
0.0,0.9133709981167608,0.2892054164109714,0.16380390871032366,1857.439
0.0,0.45762711864406785,0.5007490851089783,0.3010996018533565,1692.5527
1.0,0.6629001883239172,0.36969811177712625,0.34698622860305894,1179.3527
1.0,0.4472693032015066,0.3406370866265004,0.31180093518868945,1852.0908
0.0,0.0,0.8362596520676602,0.5948716536102971,104.29291
1.0,0.43973634651600757,0.3818461669619027,0.3260495490511499,60.467734
0.0,0.8258003766478343,0.4149495113009149,0.2751282395123378,1384.3792
0.29,0.40772128060263657,0.30342129281306357,0.3503071061910824,2018.1533
1.0,0.5677966101694916,0.2746163488218229,0.21938184607456832,933.39628
1.0,0.21092278719397367,0.28253061140752345,0.2087276544206497,706.18708
1.0,0.06591337099811675,0.7149897116401782,0.5061691051615362,554.47679
1.0,0.4962335216572505,0.24561545231126464,0.05273836026216808,125.9345
0.0,0.31261770244821097,0.8801382047969468,0.9120296292604895,34.047386
0.0,0.3907721280602637,0.6128776483667152,0.5250144846836471,0.64190476
0.0,0.5414312617702448,0.6360707018881644,0.4431230509279499,38.398032
0.0,0.3954802259887006,0.12537769192774328,0.41038657723648186,2637.6611
1.0,0.7033898305084747,0.1546417700028415,0.09793697865494591,1554.0867
0.0,0.5800376647834276,0.6417874611853425,0.433623514263462,42.441365
0.1,0.6789077212806027,0.26694764827675976,0.31994949859292743,1802.4175
0.0,0.4755178907721281,0.18805212839556262,0.4386635635069144,2054.1839
0.0,0.9736346516007534,0.22754686383621409,0.0794178235433742,1895.3119
1.0,0.2128060263653484,0.4866857444118886,0.4590542740877166,14.595123
0.0,0.2532956685499059,0.6161255959432821,0.41324090757078336,1104.8934
0.48,0.3568738229755179,0.17348874781574314,0.3575386925197743,201.59944
1.0,0.0009416195856873824,0.71265863250988,0.572819392999988,362.05992
1.0,0.3107344632768362,0.2007882362509782,0.41797896275815305,2453.5392
0.1,0.8578154425612052,0.42923479692042144,0.2392371489386856,1316.1909
0.066,0.4133709981167608,0.7532421815725243,0.5273687048384974,1.733642
0.0,0.42184557438794734,0.5011707236243964,0.3157991695348664,899.89639
0.0,0.9425612052730697,0.19875077626430618,0.007964821066827804,2406.8467
1.0,0.05178907721280603,0.34836097861234794,0.4063394214252113,713.35139
0.009000000000000001,0.2787193973634652,0.6144870311193164,0.40522916164897926,1133.0222
0.0,0.6666666666666667,0.3910815375475549,0.3830527317651248,780.36639
0.58,0.7523540489642185,0.41989672071325407,0.26647632256651244,820.52917
0.0,0.6666666666666667,0.21892018545016328,0.22897302804688827,2818.3444
0.53,0.15442561205273073,0.4651232730605813,0.3697290091432005,559.78722
1.0,0.2824858757062147,0.14998492220058077,0.4003303657955066,44.855
0.0,0.7984934086629003,0.10797633794138936,0.1742439752221949,2940.5742
0.1,0.8813559322033898,0.20696330676546654,0.07844285443007445,1596.1809
0.0,0.39453860640301325,0.18743891467153168,0.39476958979211485,2568.7744
0.0,0.37193973634651606,0.4110433383518691,0.5331199719021847,18.137215
0.0,0.43973634651600757,0.2864282418141668,0.48392724789998864,641.87458
0.0,0.5216572504708098,0.5175959712562433,0.47765370015355557,75.061111
0.1,0.736346516007533,0.3874894790573728,0.32244817032771933,374.29917
0.0,0.524482109227872,0.14294349197613326,0.39141052364768314,1601.2917
0.15,0.0,0.8505716766083706,0.6341340971598728,56.349652
0.0,0.6045197740112994,0.47246485446207087,0.5037670476737826,899.45487
0.045,0.7702448210922788,0.26161934985514307,0.12472010304242817,2520.9164
1.0,0.18361581920903958,0.2937610007289647,0.4004418055502491,144.27853
0.0,0.9557438794726931,0.16466575213448273,0.04831923869635668,2399.9681
0.0,0.09698681732580039,0.5796919579908609,0.4922207507436538,1249.0342
0.0,0.6836158192090396,0.4815474772637137,0.4714334646075877,1191.2775
0.22,0.632768361581921,0.3850388382660823,0.19473092060376876,2262.4527
0.03,0.47740112994350287,0.13332281625054404,0.4156812800970342,1674.4592
1.0,0.37570621468926557,0.28734084323081455,0.4192141687693336,409.17583
0.0,0.1553672316384181,0.6005942613259851,0.45982573352000045,1133.3865
