cloud_cover,direct_sunlight_hours,solar_radiation,panel_efficiency,generated_power_kw
0.3792545695140603,0.48263508359971347,0.21033690404927252,0.11868944913360702,281.1358218437422
0.1816848054584007,0.07957890080805564,0.9396544657188777,0.6587410457827962,252.792103704876
0.17932537859139958,0.655081671459871,0.9088554845724732,0.29601884407146484,939.6880745271654
0.15208225329939493,0.09854799302995762,0.8564118801554328,0.7413854161563038,199.9182568050255
0.5447179626894614,0.20871338544510515,0.5886934987271863,0.4510866145140682,125.72712440510104
0.042032120119580324,0.11261807626755851,0.76279738857464,0.3813637840748543,199.68982169256248
0.005220348468183004,0.19962811274909634,0.9750585949469392,0.15685782056887287,432.8918741930989
0.30002214774420727,0.5993747380880261,0.77433084298754,0.2604621779976193,773.2244209391695
0.03320654753409602,0.9670675454768326,0.4403492966728299,0.03553387810468722,1038.074753721477
0.4105576533337009,0.36694644724761827,0.2611345028375672,0.0697143960123201,132.04319434156145
0.6778418642059315,0.8232861034772903,0.9960498922346077,0.9383847648882027,906.8451525307408
0.5624324821321933,0.6575049088706811,0.4562431710200689,0.6300478160548648,359.2641384038012
0.05638945884747767,0.43520009918203145,0.8922688855184537,0.5273564069828929,832.5385531674361
0.686627243668774,0.48322591841207146,0.36502223996772437,0.42732321796558415,170.50751121786175
0.4450428170278653,0.0030705059474654952,0.3377170961136509,0.7376003655214141,0.0
0.5393944900725166,0.8420237563778182,0.6900545811155299,0.9613417500223314,807.9118220747124
0.08553572345877665,0.5332945150901155,0.31235829077366867,0.0713097304397472,337.4936445660868
0.27549459517624014,0.07868794070849683,0.7510354643770563,0.8151978591670961,260.6382445118197
0.8301069806628186,0.8798220531815234,0.3199660648456179,0.14190099603293094,223.9817246031282
0.1055196914179944,0.9093629181730741,0.051415257730912045,0.03517804409047809,290.63250555821907
0.596341018458899,0.7923421035642991,0.08646009947077732,0.6258428044601829,227.4433307189213
0.9112282651486805,0.04156589235406543,0.4231048733840513,0.31632571420000977,9.967016511496112
0.18199911087019774,0.2330937882996428,0.7536118804130809,0.925378779055178,464.00000043512216
0.0944742108212572,0.4319908424411334,0.5032480462927542,0.6793289023679616,702.5753324531819
0.05704117203331714,0.5832852492263978,0.023656640022067743,0.9504432313779301,367.3154314954795
0.43915913411692237,0.3359475150737285,0.9765998273389787,0.993462910174467,589.5238542064093
0.6261639772381621,0.1608955789609818,0.7124875073064676,0.8632177078729386,104.42281274814223
0.4291772096763212,0.4580983398978546,0.6477797376354428,0.8022316977725619,464.1514993515746
0.05143752784330786,0.1499385382396621,0.7367587721110891,0.8349951863911742,287.46492954520767
0.8018894800260772,0.44977684052823297,0.5079155562039825,0.6338080994558366,311.37597390410355
0.6117202797864798,0.9162633011489402,0.13058655404722713,0.8110293714251253,343.4715075132264
0.1423023294423885,0.7726378551551937,0.12096620640152311,0.3140178392304458,455.2915045161825
0.28045042307865203,0.6960059950739188,0.13797456191577984,0.08786918459643012,466.3017628880728
0.7852417883428159,0.67332407668444,0.23953654814343928,0.36503049527350795,159.46624559305258
0.23506847522730756,0.21106945426518786,0.511509383066487,0.1484955150447118,193.72203596513336
0.1453810507042721,0.8767412791432954,0.30452957977430956,0.28647825655778636,652.844796543659
0.6138711349302027,0.9897058562557681,0.21764803246190528,0.9935565838317282,401.3040067254997
0.21576145856594325,0.04105201963732324,0.9052495702108256,0.24563187758393612,165.58578849320656
0.8737078846403834,0.20594726822451817,0.2166052742432622,0.8124696834516363,0.0
0.03491576726763917,0.4981963064972841,0.6878578299438474,0.5283196210307133,768.5594546433326
0.048705322524915336,0.26606694588539964,0.6451524284216033,0.5075738371878971,396.3639987559489
0.8944887043816052,0.8396149304967437,0.712811596065936,0.04457846131709697,286.18287280641783
0.864739147426832,0.6445131484486274,0.5291320952942522,0.10859051299489098,147.82762129074473
0.7658827740807312,0.22121592925575018,0.27142217650181705,0.3806559935329781,35.788851668323474
0.22132752922912274,0.26220373761143,0.4687410605495939,0.6425977489696009,233.24303289005755
0.6638132849215015,0.14957840632782657,0.9930068523347635,0.003674806466936964,0.3648959318528142
0.8617976084254868,0.6651191756667929,0.694106943663205,0.5076448280074599,201.98755832695423
0.1612828638717546,0.8654922482151131,0.03560320359321184,0.7442266331750682,524.3577509972988
0.20432322035997236,0.7144254417182211,0.3545350857668396,0.49348666406131736,773.0902069846447
0.30139043661909953,0.8597429513812381,0.3354371412678438,0.5682388208579887,571.5719051110977
0.3888421626421833,0.933325987246874,0.2580914262319694,0.016615859406635458,435.1235936407476
0.11591003998865183,0.42933178309179804,0.9786818037325147,0.39282068380320423,663.7374237372751
0.737824535155998,0.3616854332371996,0.8519794725814049,0.2578759268319568,295.04592519610134
0.6292168333686146,0.26093931911408685,0.2541496977849779,0.013156670250481728,211.5376545452969
0.8345117734305028,0.7016247509868533,0.5802232121808593,0.8954549793936502,300.8657170105218
0.39917226598218675,0.5810339525027955,0.7003955690945676,0.9353962886011047,943.6161850416968
0.32833015825679607,0.8829258011703963,0.5491915914112955,0.07857998853240566,652.3585152762229
0.716637057445289,0.9620854891484665,0.22496197615887686,0.14321307831106678,144.72486593620997
0.8795734039248193,0.4917306889288623,0.30855873500442127,0.7620356728608568,91.07674702066844
0.458383326615811,0.9352814084254679,0.5321873899168907,0.9541982466294718,850.3689682735516
0.19553512516666685,0.6066891953981688,0.6050586607125441,0.3626950991820017,580.1502519537926
0.863177266143302,0.8816880860463974,0.28660256005919743,0.7444798476471597,227.15790752114336
0.22802703644239197,0.9132481021308383,0.07283627044894925,0.19110333044801875,598.6441877917267
0.21272930614981272,0.4097324850908401,0.890470691997189,0.6419714577895026,770.620112541705
0.4937590783862761,0.30339434917223973,0.35118571432840123,0.7771550712343256,253.50962355474417
0.3263904421903981,0.5572999574614543,0.3936572430297413,0.45558047277379954,541.1334922951543
0.010989182239146075,0.3417046903072236,0.6802406553380946,0.5461744549695311,633.2477812542754
0.8611098333835531,0.24982816750113082,0.8469239083371025,0.4682018889974726,31.49618204303092
0.4692421165429255,0.5660087047279783,0.2001789933419224,0.7652415826772625,327.0030674763743
